"n","tp","tp_flag","seed","criterion_mu","criterion_sigma","refine","backend","stage","time_sec","rmse_mu","nll","coverage_raw","ci_len_raw","coverage_infl","ci_len_infl","coverage_cal","ci_len_cal","edf_mu","edf_sigma","lambda_mu","lambda_sigma","id","rep"
200,"piecewise",TRUE,12124,"GCV","GCV",TRUE,"pkg","pkg_refined",1.11700000000019,0.0380276666930102,1.48872990165774,0.685,0.761073419443217,0.695,0.76904241412321,0.95,1.65702060942067,4.12341799492834,4.24744386256847,5000,65.5566968710783,12001,42
500,"piecewise",TRUE,12125,"GCV","GCV",TRUE,"pkg","pkg_refined",0.80699999999888,0.034114358126702,1.22575883209834,0.69,0.862734594708999,0.69,0.866810541940541,0.948,1.6599450429844,4.69118090964865,4.85756957061497,668.375349959855,19.0021147818295,12002,42
1000,"piecewise",TRUE,12126,"GCV","GCV",TRUE,"pkg","pkg_refined",0.52599999999984,0.0280037277755355,1.04614037536646,0.711,0.872714817138376,0.712,0.874998575543452,0.951,1.59629482375311,5.21321653722711,4.016858325123,264.033528729132,5000,12003,42
200,"sine",TRUE,12127,"GCV","GCV",TRUE,"pkg","pkg_refined",0.22400000000016,0.037570610927767,0.741529031135411,0.705,0.687143521047543,0.71,0.694276276874547,0.95,1.23511873403482,4.088353906498,4.00295408125949,5000,5000,12004,42
500,"sine",TRUE,12128,"GCV","GCV",TRUE,"pkg","pkg_refined",0.343000000000757,0.0324441610256701,0.805290081766678,0.71,0.705434169883281,0.714,0.708416171088813,0.948,1.24567173036352,4.2005332877943,4.00790190216078,5000,5000,12005,42
1000,"sine",TRUE,12129,"GCV","GCV",TRUE,"pkg","pkg_refined",0.388999999999214,0.0215480720173172,0.906034124153867,0.681,0.628137114100216,0.682,0.630060119212915,0.948,1.18868985516433,6.09488132744417,4.01436200198523,65.5566968710783,5000,12006,42
200,"smooth",FALSE,12130,"ML","GCV",TRUE,"pkg","pkg_refined",0.20299999999952,0.116684485847617,0.840545486176703,0.68,0.584787329228955,0.72,0.618904780606865,0.95,1.08814857464122,21.4424465563674,2.37558405637595,5e-05,5000,12007,42
500,"smooth",FALSE,12131,"ML","GCV",TRUE,"pkg","pkg_refined",1.53099999999904,0.0656624173595033,0.871507970438838,0.694,0.640959552812171,0.71,0.65521299051306,0.948,1.23323863325886,21.5172846584554,6.125348309858,5e-05,48.1020163553239,12008,42
1000,"smooth",FALSE,12132,"ML","GCV",TRUE,"pkg","pkg_refined",0.296000000000276,0.0484104408608766,0.899807834687769,0.711,0.627654519503177,0.714,0.63457369686084,0.951,1.22750156029419,21.688435943688,3.01423410929864,5e-05,5000,12009,42
200,"piecewise",FALSE,12133,"ML","GCV",TRUE,"pkg","pkg_refined",1.38400000000001,0.146877927138659,4.25757063950581,0.735,1.23677404486866,0.77,1.30765045784209,0.95,2.45789272208076,21.0929816573428,20.0488569864619,5e-05,5e-05,12010,42
500,"piecewise",FALSE,12134,"ML","GCV",TRUE,"pkg","pkg_refined",1.04199999999946,0.14344849046089,4.47877679684043,0.712,0.882514442917566,0.726,0.901927692170648,0.95,1.75385781693744,21.2925306951732,20.1242351885459,5e-05,5e-05,12011,42
1000,"piecewise",FALSE,12135,"ML","GCV",TRUE,"pkg","pkg_refined",0.325999999999112,0.0668728546698532,1.14508061635995,0.704,0.875993416740639,0.709,0.885561893705291,0.949,1.63001306659334,21.4932098648976,9.321343345616,5e-05,10.2304414473301,12012,42
200,"sine",FALSE,12136,"ML","GCV",TRUE,"pkg","pkg_refined",1.08100000000013,0.12768995091406,0.615113358393334,0.75,0.663971721698479,0.78,0.702191449486513,0.95,1.19346815798967,21.1791782559517,10.2900577002366,5e-05,1.17143421186612,12013,42
