"n","tp","tp_flag","seed","criterion_mu","criterion_sigma","refine","backend","stage","time_sec","rmse_mu","nll","coverage_raw","ci_len_raw","coverage_infl","ci_len_infl","coverage_cal","ci_len_cal","edf_mu","edf_sigma","lambda_mu","lambda_sigma","id","rep"
500,"smooth",TRUE,5624,"AIC","GCV",FALSE,"pkg","pkg_base",0.632999999999811,0.0341870906565287,1.12359267511965,0.706,0.661851060103937,0.706,0.664998387291476,0.95,1.33626891248833,4.72163545579089,4.03977349964082,1000,1000,5501,20
1000,"smooth",TRUE,5625,"AIC","GCV",FALSE,"pkg","pkg_base",0.166000000001077,0.0446205630263771,0.967175240722526,0.699,0.643594477761549,0.703,0.647451152011641,0.95,1.2586752761286,11.8779247831794,4.07308767637302,0.0535566691770689,1000,5502,20
200,"piecewise",TRUE,5626,"AIC","GCV",FALSE,"pkg","pkg_base",0.471000000001368,0.0577308960123643,0.90119849124299,0.71,0.970446289020267,0.715,0.982240660054755,0.945,1.49866388937307,4.77421178473357,4.65601311485026,147.737765259851,12.638482029343,5503,20
500,"piecewise",TRUE,5627,"AIC","GCV",FALSE,"pkg","pkg_base",0.145000000000437,0.0416986213837789,1.10239380981883,0.726,0.857752433202011,0.726,0.862990611143099,0.95,1.70464724066729,6.05137691871884,11.750051198781,21.8264472839748,0.000889513497310824,5504,20
1000,"piecewise",TRUE,5628,"AIC","GCV",FALSE,"pkg","pkg_base",0.764999999999418,0.0271267130702982,1.17993752255233,0.698,0.795402563165834,0.699,0.797313882432378,0.951,1.55556577226736,4.78865049731433,10.7981717875046,1000,0.00348636522767808,5505,20
200,"sine",TRUE,5629,"AIC","GCV",FALSE,"pkg","pkg_base",0.502000000000407,0.117742456288466,1.19660291505234,0.675,0.580713357425641,0.69,0.593550420919632,0.95,1.1908299228222,8.55748537962609,6.2043584235145,0.275853161762918,0.209910372010855,5506,20
500,"sine",TRUE,5630,"AIC","GCV",FALSE,"pkg","pkg_base",0.197999999998501,0.0364094127755466,0.920190699483921,0.69,0.63718531543829,0.692,0.640200638738383,0.95,1.22597680945089,4.69887520101902,4.03968319250207,1000,1000,5507,20
1000,"sine",TRUE,5631,"AIC","GCV",FALSE,"pkg","pkg_base",0.114999999999782,0.0220086897362016,0.861111948451918,0.726,0.6392572370394,0.729,0.640847190666166,0.951,1.25019295091883,4.95588220802798,4.73373389896377,1000,49.5353520895916,5508,20
200,"smooth",FALSE,5632,"GCV","GCV",FALSE,"pkg","pkg_base",0.520000000000437,1.50217251542943,1.32985283239739,0.74,2.28815864096291,0.775,2.42092796240764,0.95,5.05422383351935,21.3353953975567,20.0212203261416,0.000676875000945854,1e-04,5509,20
500,"smooth",FALSE,5633,"GCV","GCV",FALSE,"pkg","pkg_base",0.0950000000011642,0.0379133629118546,0.92983842438736,0.726,0.692106716857713,0.732,0.69728447172868,0.952,1.30974625531934,7.39803023260427,3.51451955115221,579.044398060247,1000,5510,20
1000,"smooth",FALSE,5634,"GCV","GCV",FALSE,"pkg","pkg_base",0.103000000000975,0.0394039505455338,0.906204429785213,0.702,0.657477873291025,0.702,0.660023566427669,0.949,1.26502071823083,7.6990709451239,3.93901611982758,1000,1000,5511,20
200,"piecewise",FALSE,5635,"GCV","GCV",FALSE,"pkg","pkg_base",0.418000000001484,10.3366869869508,2.51505329405796,0.71,15.5202058366131,0.75,16.4206852350576,0.95,28.8793703542042,21.3338026103625,20.0510171651118,0.000676875000945854,1e-04,5512,20
500,"piecewise",FALSE,5636,"GCV","GCV",FALSE,"pkg","pkg_base",0.123999999999796,0.0355657111437014,0.913605582877743,0.744,0.923377374269852,0.746,0.929085453874256,0.948,1.57207920049741,6.12488977133839,8.33241457267875,1000,9.61724871115295,5513,20
