"n","tp","tp_flag","seed","criterion_mu","criterion_sigma","refine","backend","stage","time_sec","rmse_mu","nll","coverage_raw","ci_len_raw","coverage_infl","ci_len_infl","coverage_cal","ci_len_cal","edf_mu","edf_sigma","lambda_mu","lambda_sigma","id","rep"
1000,"piecewise",TRUE,624,"ML","GCV",TRUE,"pkg","pkg_refined",0.257000000000517,0.063139888401418,1.14427917504152,0.706,0.838053264852784,0.713,0.846383276931555,0.949,1.58593624171508,19.5869204693027,6.03481789157032,5e-05,1.86379686015747,501,2
200,"sine",TRUE,625,"ML","GCV",TRUE,"pkg","pkg_refined",1.09299999999985,0.094231879245118,0.647903175455219,0.74,0.667582824074759,0.75,0.701896300314139,0.945,1.09432880655293,19.0767437618243,4.54124489058675,5e-05,16.2770255934252,502,2
500,"sine",TRUE,626,"ML","GCV",TRUE,"pkg","pkg_refined",1.1850000000004,0.0767560749982687,0.954229901082356,0.692,0.632479906641402,0.694,0.645185738034652,0.95,1.17689299083907,19.4993805199939,4.00615310662163,5e-05,5000,503,2
1000,"sine",TRUE,627,"ML","GCV",TRUE,"pkg","pkg_refined",0.266000000000531,0.0524501665232769,0.971481672307298,0.699,0.66098780091713,0.701,0.66762082114378,0.952,1.29269133217338,19.7719118197686,4.01513290134187,5e-05,5000,504,2
200,"smooth",FALSE,628,"BIC","ML",TRUE,"pkg","pkg_refined",1.42199999999957,0.0568023029542394,3.8145609483226,0.705,0.734136450299481,0.725,0.748726278850959,0.95,1.41251570184204,7.71853783530298,20.0983621856467,490.418272270335,5e-05,505,2
500,"smooth",FALSE,629,"BIC","ML",TRUE,"pkg","pkg_refined",1.5619999999999,0.0506825904084213,1.00330894081782,0.716,0.699681596794066,0.716,0.703218781354023,0.95,1.41264828719815,5.01734218770132,20.1835084448118,5000,5e-05,506,2
1000,"smooth",FALSE,630,"BIC","ML",TRUE,"pkg","pkg_refined",2.01499999999942,0.0160515570728222,1.01481587323494,0.681,0.648790632352652,0.682,0.650646830246872,0.95,1.26883737593019,5.69756250603386,20.2236955039781,5000,5e-05,507,2
200,"piecewise",FALSE,631,"BIC","ML",TRUE,"pkg","pkg_refined",1.33400000000074,0.102126108299717,1.07054358589947,0.75,0.99994327609005,0.77,1.05712519109362,0.95,1.89229771867674,21.0515760173171,20.0693953277346,0.000147760461760144,5e-05,508,2
500,"piecewise",FALSE,632,"BIC","ML",TRUE,"pkg","pkg_refined",1.54100000000017,0.045646536492431,1.07112043581279,0.722,0.90282476741235,0.732,0.90690739672396,0.946,1.70851016111578,4.49157305079228,20.1761062712483,5000,5e-05,509,2
1000,"piecewise",FALSE,633,"BIC","ML",TRUE,"pkg","pkg_refined",1.04299999999967,0.0494604630339932,0.99584068138678,0.716,0.821577903125875,0.718,0.823821759830713,0.948,1.47676028156803,5.44001484675106,20.2701297497829,5000,5e-05,510,2
200,"sine",FALSE,634,"BIC","ML",TRUE,"pkg","pkg_refined",1.30400000000009,0.0718214099576782,0.995565664294243,0.695,0.656541329368673,0.7,0.665159125793081,0.945,1.22166551161006,5.14882632068282,20.0893894778402,3142.60163462006,5e-05,511,2
500,"sine",FALSE,635,"BIC","ML",TRUE,"pkg","pkg_refined",1.51599999999962,0.0330189375142802,0.807232897135266,0.734,0.666317784187381,0.736,0.669679838303978,0.946,1.26094314855713,5.00778906970271,20.1414240249156,5000,5e-05,512,2
1000,"sine",FALSE,636,"BIC","ML",TRUE,"pkg","pkg_refined",1.62899999999991,0.0308667321264075,0.770239226994798,0.725,0.683394487859893,0.727,0.685344360827236,0.948,1.18512714983298,5.68210560969676,20.2120715449229,5000,5e-05,513,2
200,"smooth",TRUE,637,"BIC","ML",TRUE,"pkg","pkg_refined",1.21699999999964,0.0600862142604338,0.98707809275616,0.715,0.686433749212926,0.715,0.693567291349326,0.95,1.34245587662528,4.09296036695085,14.1205360896681,5000,5e-05,514,2
500,"smooth",TRUE,638,"BIC","ML",TRUE,"pkg","pkg_refined",1.72800000000007,0.02104235587771,1.0644657347651,0.702,0.669175408129494,0.706,0.672032284038966,0.95,1.32988024147254,4.24206428434444,15.8647375283642,5000,5e-05,515,2
1000,"smooth",TRUE,639,"BIC","ML",TRUE,"pkg","pkg_refined",2.35599999999977,0.0168011870439109,0.955884649966527,0.696,0.674284763030111,0.697,0.675762899762886,0.949,1.31869615048294,4.36993644544967,16.9139021901834,5000,5e-05,516,2
200,"piecewise",TRUE,640,"BIC","ML",TRUE,"pkg","pkg_refined",0.756000000000313,0.0737194696900703,1.1372475891294,0.755,0.980522784074063,0.755,0.99059649205961,0.945,1.88657548328174,4.04705208819259,13.6321535716961,5000,5e-05,517,2
500,"piecewise",TRUE,641,"BIC","ML",TRUE,"pkg","pkg_refined",1.37800000000061,0.0394115743850545,1.09130382825989,0.718,0.851164133608874,0.72,0.85473356961307,0.95,1.61074731613325,4.16736145614273,15.8951353606676,5000,5e-05,518,2
1000,"piecewise",TRUE,642,"BIC","ML",TRUE,"pkg","pkg_refined",1.62299999999959,0.0242507823557978,1.15632721339095,0.702,0.838220698989916,0.702,0.840042687143697,0.949,1.58625309492396,4.33314336373792,16.7653417073433,3668.7339853257,5e-05,519,2
200,"sine",TRUE,643,"BIC","ML",TRUE,"pkg","pkg_refined",1.55000000000018,0.0393106808493464,1.1959368882751,0.71,0.608433635250111,0.72,0.614730168038019,0.95,1.4209620975145,4.07612166598089,13.7031761126491,5000,5e-05,520,2
500,"sine",TRUE,644,"BIC","ML",TRUE,"pkg","pkg_refined",1.8090000000002,0.0323151213037639,1.04871693146448,0.72,0.631327245114285,0.72,0.634025115089123,0.946,1.31459913697848,4.24609471821142,15.9062520791578,5000,5e-05,521,2
1000,"sine",TRUE,645,"BIC","ML",TRUE,"pkg","pkg_refined",2.29399999999987,0.0282741252044949,1.09338996784077,0.72,0.670857065214505,0.721,0.672344890552046,0.951,1.33322226884402,4.42088427422711,16.9157164502634,5000,5e-05,522,2
200,"smooth",FALSE,646,"AIC","ML",TRUE,"pkg","pkg_refined",1.29199999999946,0.104344374674472,1.33329130862543,0.71,0.7635051520293,0.735,0.772191000587645,0.95,1.61399190365687,4.47402256520961,20.054764618355,5000,5e-05,523,2
500,"smooth",FALSE,647,"AIC","ML",TRUE,"pkg","pkg_refined",1.54699999999957,0.0335974268529537,0.940250202755449,0.758,0.764061883395172,0.758,0.767682172195972,0.95,1.39755622975446,4.70475060494659,20.1621691903478,5000,5e-05,524,2
1000,"smooth",FALSE,648,"AIC","ML",TRUE,"pkg","pkg_refined",1.96599999999944,0.0194800100917676,0.947628083139073,0.706,0.659651147034276,0.706,0.661573104875022,0.951,1.22745213435492,5.80182714757543,20.2019034533317,5000,5e-05,525,2
200,"piecewise",FALSE,649,"AIC","ML",TRUE,"pkg","pkg_refined",1.34299999999985,0.115695252954421,1.19898558654692,0.715,0.883294580636419,0.735,0.906346956299048,0.95,1.67155113677398,10.0443726517379,20.0548196602856,41.2037165494684,5e-05,526,2
500,"piecewise",FALSE,650,"AIC","ML",TRUE,"pkg","pkg_refined",1.1309999999994,0.0266284445695909,1.25632294083434,0.668,0.79389092761813,0.668,0.797768968463131,0.952,1.67822512547124,4.84929347802332,20.1585466778584,5000,5e-05,527,2
1000,"piecewise",FALSE,651,"AIC","ML",TRUE,"pkg","pkg_refined",2.01299999999992,0.0294816944191994,1.11113789653816,0.702,0.823208505086438,0.706,0.82622844709103,0.949,1.53179304111021,7.29682775636391,20.2498634660756,1063.41087364811,5e-05,528,2
200,"sine",FALSE,652,"AIC","ML",TRUE,"pkg","pkg_refined",1.29399999999987,0.040624755196021,1.15024383728401,0.74,0.643671594263972,0.745,0.652501365307042,0.95,1.40141157232156,5.3762521155889,20.0783588743527,1449.28860732554,5e-05,529,2
500,"sine",FALSE,653,"AIC","ML",TRUE,"pkg","pkg_refined",1.54199999999946,0.0493766911916774,0.854057383895234,0.7,0.650611205510182,0.714,0.657081459585776,0.948,1.16945305294235,9.7984785235118,20.2024224811378,165.950439795734,5e-05,530,2
1000,"sine",FALSE,654,"AIC","ML",TRUE,"pkg","pkg_refined",2.02300000000014,0.0362419895803174,0.872536262881925,0.718,0.684167207090846,0.719,0.686302523261806,0.949,1.2514197648687,6.21298800824454,20.2325800889784,3142.60163462006,5e-05,531,2
200,"smooth",TRUE,655,"AIC","ML",TRUE,"pkg","pkg_refined",1.49600000000009,0.0270669612381305,0.895836578602363,0.74,0.677356232312008,0.74,0.684478141316963,0.95,1.30326768748639,4.14029842859211,14.5046543801827,5000,5e-05,532,2
500,"smooth",TRUE,656,"AIC","ML",TRUE,"pkg","pkg_refined",0.307000000000698,0.023688818074029,0.907414766794818,0.718,0.645708231512769,0.722,0.648479887037448,0.95,1.26280913631295,4.26494805531976,15.8773280387322,5000,5e-05,533,2
